"Technology_Text__c","Sub_Technology_Text__c","Product_Name__c","COUNT"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FS4000-K9","6"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR9K-DNM-2X100G","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR-C9300","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR9K-ACK","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR9K-SM-48","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR-C9300-FIPS-KIT","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR-4110-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR4110-NGIPS-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower eXtensible Operating System (FXOS) on Firepower 9300, 4100 platforms","FPR9K-SM-36=","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)","FS4000-BUN-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)","FS4000-K9","10"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)","FP8360-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)","FP8360","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)","NA-TECHNOLOGY/SOFTWARE_ONLY","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FS4000-K9","62"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FS4000-BASE-K9","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FP8350","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FS4000-BUN-K9","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FP8300-STACK","9"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FPR-C9300-AC","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","THIRD_PARTY_PRODUCT_HW","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FP8300-STACK-K9","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FP8300-STK40G-K9","3"
"Security - Management","Sourcefire Defense Center / FireSIGHT Management Center","FPR9K-SM-36=","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Hardware Failure (8000 / 7000 Series, Series 3, Sourcefire)","FPNM-2LR-10G-BP","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Hardware Failure (8000 / 7000 Series, Series 3, Sourcefire)","FP8300-STACK-K9","7"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Hardware Failure (8000 / 7000 Series, Series 3, Sourcefire)","FP8300-STACK","6"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Hardware Failure (8000 / 7000 Series, Series 3, Sourcefire)","FP8300-STK40G-K9","12"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Hardware Failure (8000 / 7000 Series, Series 3, Sourcefire)","FPNM-2LR-10G-BP=","2"
"Other","Smart Software Licensing","ASA5500-HW=","3"
"Other","Smart Software Licensing","NA-SW_LICENSING_ISSUE","3"
"Other","Smart Software Licensing","C9300-DNA-A-48","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FPR9K-SM-24","6"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FPR-C9300-AC","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FS4000-K9","12"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FP8300-STK40G-K9","35"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FP8350-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FP8300-STACK","6"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - 8000/7000 series switched/routed/hybrid interfaces, NAT, stacking, clustering (Sourcefire)","FPR9K-SUP","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR9K-SM-24","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR9K-SUP","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR-C9300-AC","7"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR9K-ACK","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FS4000-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR-9300-E-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","ASA5506-SSD","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR9K-SM-36=","5"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","ASA5506-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Adaptive Security Appliance (ASA) non-VPN problem","FPR2130-ASA-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)","FS4000-K9","13"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)","FP8300-STACK","7"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)","FPR9K-SM-36","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)","FS4000-BASE-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FS4000-BASE-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FP8300-STK40G-K9","6"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FS4000-K9","6"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FP8350-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FP8360-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)","FP8300-STACK","4"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","THIRD_PARTY_PRODUCT_HW","9"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FS4000-K9","4"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FPR9K-SM-36","3"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FP8300-STK40G-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FS4000-FSIGHT-LIC","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FPR9K-SM-36=","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FP8300-STACK-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Firepower Threat Defense (FTD) non-VPN","FPR9K-SUP","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FP8300-STK40G-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FS4000-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FS4000-BASE-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FP8300-STACK-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FPR9K-SM-36=","2"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FPR-C9300-AC","1"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)","FPR9K-SUP","1"
"Other","Other","FS4000-BUN-K9","3"
"Security - Management","Cisco Security Manager (CSM) - Application Issues","ASA5510-SEC-BUN-K9","3"
"Security - Management","Cisco Security Manager (CSM) - Application Issues","FPR9K-SM-36","3"
"Security - Management","Cisco Security Manager (CSM) - Application Issues","FS4000-K9","12"
"Security - Management","Cisco Security Manager (CSM) - Application Issues","THIRD_PARTY_PRODUCT_HW","3"
"Security - Management","Cisco Security Manager (CSM) - Application Issues","FPR-C9300-AC","4"
"Security - Network Firewalls and Intrusion Prevention Systems","FirePOWER - SSL Decryption, SSL Policy (Sourcefire)","FP8300-STACK","3"
"Wireless","MSE / WIPS","AIR-CT5520-K9","3"
"Wireless","MSE / WIPS","AIR-MSE-3310-K9","3"
"Wireless","MSE / WIPS","THIRD_PARTY_PRODUCT_HW","3"
"Security - Network Firewalls and Intrusion Prevention Systems","AMP for Networks, Firepower - Advanced Malware Protection (Network AMP)","FS4000-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FirePOWER - SSL Appliance (Sourcefire)","FP8350-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FirePOWER - SSL Appliance (Sourcefire)","FP8300-STACK","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FirePOWER - SSL Appliance (Sourcefire)","FPR-C9300-AC","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FirePOWER - SSL Appliance (Sourcefire)","FPR9K-SUP","1"
"Wireless","Prime Infrastructure 3.x and above (MSE/CMX interop)","C1-AIR-CT8540-K9","3"
"Wireless","Prime Infrastructure 3.x and above (MSE/CMX interop)","AIR-CT5520-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Application Control, VDB, Network Discovery, Open AVC (Sourcefire)","FS4000-K9","9"
"","","FS4000-K9","3"
"Router and IOS-XE Architecture","Cloud Services Router 1000V (CSR1000V)","THIRD_PARTY_PRODUCT_HW","3"
"Router and IOS-XE Architecture","Cloud Services Router 1000V (CSR1000V)","PRODUCT_NOT_FOUND","3"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6807-XL","12"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6800-32P10G-XL","3"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6800-SUP6T","3"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6800-SUP6T-XL","4"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6800-SUP6T-XL=","1"
"LAN Switching","Cat6800 (Supervisor 6T) VSS","C6807-DNA-A","1"
"LAN Switching","Cat3650 - Switching Issues","WS-C3650-48FD-L","33"
"LAN Switching","Cat3650 - Switching Issues","WS-C3650-48FD-S","20"
"LAN Switching","Cat3650 - Switching Issues","WS-C3650-48FS-S","3"
"LAN Switching","Cat3650 - Switching Issues","THIRD_PARTY_PRODUCT_HW","3"
"LAN Switching","Cat3650 - Switching Issues","PWR-C2-1025WAC","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Intrusion Prevention System (IPS) ASA Security Service Module (AIP-SSM)","FPR-C9300-AC","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Admin Access","SNS-3595-K9","12"
"Security - Access Control - AAA and Policy Management","Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)","SNS-3595-K9","12"
"Security - Access Control - AAA and Policy Management","Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)","SNS-3515-K9","3"
"Security - Access Control - AAA and Policy Management","Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)","C9300-48U","3"
"Security - Access Control - AAA and Policy Management","Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)","SNS-3655-K9","1"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-B Unexpected Server Reboot","UCSB-B200-M4-U","11"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-CT8540-1K-K9","43"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-CT8540-K9","76"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","NA-CIN_CLOSE_HW","3"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","C9120AXI-S","3"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","THIRD_PARTY_PRODUCT_HW","9"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-CT8540-CA-K9","6"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-AP2802I-S-K9","3"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-CT8540-K9Z","3"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-BZL-C240M4","1"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","DN2-HW-APL-XL","1"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","WLC-AP-T","1"
"Wireless","8540 Series Wireless LAN Controller (AIR-CT8540)","AIR-CT8540-SW-8.2","1"
"Wireless","5520 Series Wireless LAN Controller (AIR-CT5520)","AIR-CAP2702I-ZBULK","3"
"Wireless","5520 Series Wireless LAN Controller (AIR-CT5520)","AIR-CT5520-K9","20"
"Wireless","5520 Series Wireless LAN Controller (AIR-CT5520)","AIR-CT8540-1K-K9","11"
"Wireless","5520 Series Wireless LAN Controller (AIR-CT5520)","AIR-CT8540-K9","3"
"Wireless","5520 Series Wireless LAN Controller (AIR-CT5520)","WLC-AP-T","1"
"Wireless","1530 Series Access Point/Outdoor Mesh","AIR-CAP1532I-S-K9","3"
"Security - Access Control - AAA and Policy Management","Flex Auth (Dot1x, MAC Bypass, Web Auth)","THIRD_PARTY_PRODUCT_HW","3"
"Security - Access Control - AAA and Policy Management","Flex Auth (Dot1x, MAC Bypass, Web Auth)","WS-C3650-48FD-S","6"
"Data Center and Storage Networking","Nexus 2000 Series Fabric Extenders - Unexpected Reboot","N2248TP-E-FA-BUN","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","25"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","THIRD_PARTY_PRODUCT_HW","6"
"Identity Services Engine (ISE) - 2.1 and Prior","Authentication / Authorization","SNS-3595-K9","3"
"Identity Services Engine (ISE) - 2.1 and Prior","Authentication / Authorization","C9300-48U-A","1"
"Router and IOS-XE Architecture","IOS-XE Boot Failure","C6807-XL","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Performance (High CPU / Memory / IO / GUI Slowness)","SNS-3595-K9","17"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Authentication / Authorization","SNS-3595-K9","25"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Authentication / Authorization","WS-C3650-48FD-S","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Dashboards / LiveLogs / Context Visibility","THIRD_PARTY_PRODUCT_HW","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Dashboards / LiveLogs / Context Visibility","ISE-VM-K9=","3"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Dashboards / LiveLogs / Context Visibility","SNS-3595-K9","6"
"LAN Switching","Cat6800 (Supervisor 6T) Standalone","C6807-XL","3"
"LAN Switching","Cat6800 (Supervisor 6T) Standalone","AIR-CT8540-K9","3"
"Identity Services Engine (ISE) - 2.4","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","6"
"Wireless","8500 Series Wireless Controller (AIR-CT8500)","AIR-CT8540-K9","6"
"Wireless","8500 Series Wireless Controller (AIR-CT8500)","AIR-CT8540-1K-K9","6"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE TC-NAC / ANC","SNS-3595-K9","3"
"Data Center Storage and Storage Area Networking (SAN)","Cisco HyperFlex Systems","HX240C-M5SX","6"
"Data Center Storage and Storage Area Networking (SAN)","Cisco HyperFlex Systems","NA-SW_LICENSING_ISSUE","3"
"Wireless","5500 Series Wireless LAN Controller (AIR-CT5508)","AIR-CT5508-100-K9","3"
"Wireless","5500 Series Wireless LAN Controller (AIR-CT5508)","AIR-CT8540-K9","1"
"Wireless","5500 Series Wireless LAN Controller (AIR-CT5508)","AIR-CT5520-K9","1"
"Data Center Storage and Storage Area Networking (SAN)","HyperFlex Data Platform - Cisco Container Platform (CCP)","HX240C-M5SX","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Identity Policy, Realms, User Agent, External Authentication, ISE Integration, pxGrid Integration (Sourcefire)","FP8300-STK40G-K9","3"
"Security - Network Firewalls and Intrusion Prevention Systems","FireSIGHT / FirePOWER - Integration (Estreamer, SIEM, API, Connector, SAL)","FPR-C9300-FIPS-KIT","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","AIR-MSE-3350-K9","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","THIRD_PARTY_PRODUCT_HW","6"
"Wireless","CMX 10.x (Connected Mobile Experience)","AIR-CMX-3375-K9","12"
"Wireless","CMX 10.x (Connected Mobile Experience)","AIR-MSE-3365-K9","9"
"Wireless","CMX 10.x (Connected Mobile Experience)","NA-CIN_CLOSE_HW","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","CMX-NONE","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","NA-SW_LICENSING_ISSUE","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","C9800-40-K9","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","NA-TECHNOLOGY/SOFTWARE_ONLY","6"
"Wireless","CMX 10.x (Connected Mobile Experience)","AIR-CMX-SVC-VBLE","3"
"Wireless","CMX 10.x (Connected Mobile Experience)","L-MSE-PAK-N","30"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Switching Issue","N77-C7710","12"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Switching Issue","N5K-C5548P-BUN","3"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Switching Issue","N77-M324FQ-25L","3"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Switching Issue","N77-AC-3KW","1"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Switching Issue","N77-C7710-SBUN-P1","1"
"LAN Switching","Cat2960","NA-CIN_CLOSE_HW","3"
"LAN Switching","QoS on Catalyst Switches","C6800-SUP6T-XL","3"
"Wireless","Prime Infrastructure 3.x and above (wireless device interop)","NA-CIN_CLOSE_HW","6"
"LAN Switching","Cat6500/6800 (Supervisor 2T) VSS","C6807-XL","13"
"LAN Switching","Cat6500/6800 (Supervisor 2T) VSS","C6800-32P10G-XL","1"
"LAN Switching","Cat6500/6800 (Supervisor 2T) VSS","C6800-XL-3KW-AC","1"
"LAN Switching","Cat3560","WS-C3650-48FD-L","3"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-B Install","UCSB-B200-M5-U","4"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-B Install","UCS-FI-6248UP-UPG","1"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-B Install","UCS-ACC-6248UP","1"
"Data Center and Storage Networking","Nexus 7000 Series Switch - IPv4 Routing Protocols (OSPF, EIGRP, ISIS, RIP)","N77-C7710","7"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree","N77-C7710","8"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree","N77-SUP2E","2"
"Data Center and Storage Networking","Nexus 7000 Series Switch - IPv4 Routing Protocols (BGP)","N77-C7710","4"
"Identity Services Engine (ISE) - 2.2","Authentication / Authorization","SNS-3595-K9","3"
"Identity Services Engine (ISE) - 2.4","ISE Dashboards / LiveLogs / Context Visibility","THIRD_PARTY_PRODUCT_HW","3"
"LAN Switching","Cat6500/6800 Troubleshooting High CPU (all Supervisors)","C6807-XL","6"
"LAN Switching","Cat6500/6800 Troubleshooting High CPU (all Supervisors)","AIR-CT8540-K9","1"
"Router and IOS-XE Architecture","IOS-XE Unexpected Reload","WS-C3650-48FD-L","3"
"Router and IOS-XE Architecture","IOS-XE Unexpected Reload","ASR1009-X","5"
"Router and IOS-XE Architecture","IOS-XE Unexpected Reload","QSFP-40G-LR4-S=","1"
"NMS (Network Management Services)","Prime Infrastructure 3.0  (performance, process crash and wired)","PI-UCS-APL-HDDX4","3"
"NMS (Network Management Services)","Prime Infrastructure 3.8 (performance, process crash and wired)","NA - NMS","3"
"NMS (Network Management Services)","Prime Infrastructure 3.8 (performance, process crash and wired)","DN2-HW-APL-XL","1"
"Identity Services Engine (ISE) - 2.6 and Prior","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","9"
"Identity Services Engine (ISE) - 2.6 and Prior","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3655-K9","3"
"Data Center and Storage Networking","Nexus 7000 Series Switch - Packet Drops, Discards and Performance Issues","N77-C7710","3"
"Identity Services Engine (ISE) - 2.6 and Prior","ISE Performance (High CPU / Memory / IO / GUI Slowness)","SNS-3595-K9","4"
"Security - Management","Cisco Security Manager (CSM) - Firewall Issues","FP8300-STACK-K9","3"
"Security - Management","Cisco Security Manager (CSM) - Firewall Issues","FPR9K-SM-36=","1"
"Security - Management","Cisco Security Manager (CSM) - Firewall Issues","FS4000-K9","1"
"LAN Switching","Cat9000 - Unexpected Reboot","C9300-48U","3"
"LAN Switching","Cat9000 - Unexpected Reboot","C9300-48U-A","1"
"LAN Switching","Cat9200","C9200L-48P-4X","3"
"Identity Services Engine (ISE) - 3.0","ISE Performance (High CPU / Memory / IO / GUI Slowness)","SNS-3655-K9","24"
"Identity Services Engine (ISE) - 3.0","ISE Performance (High CPU / Memory / IO / GUI Slowness)","SNS-3695-K9","5"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","THIRD_PARTY_PRODUCT_HW","6"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","WS-C4507R+E","3"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","ISE-VM-K9=","3"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","SNS-3655-K9","6"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","C9300-48U-A","3"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 3.0","ISE Authentication / Authorization","SNS-3695-K9","1"
"LAN Switching","Cat6500/6800 (Supervisor 2T) Standalone","C6807-XL","3"
"LAN Switching","Cat6500/6800 (Supervisor 2T) Standalone","C6800-XL-3KW-AC","1"
"LAN Switching","Catalyst Security - DHCP Snooping, IP Source Guard, Dynamic ARP Inspection","ASR1009-X","3"
"LAN Switching","Catalyst Security - DHCP Snooping, IP Source Guard, Dynamic ARP Inspection","C9300-48U","3"
"Identity Services Engine (ISE) - 2.6 and Prior","ISE Dashboards / LiveLogs / Context Visibility","SNS-3595-K9","3"
"Identity Services Engine (ISE) - 3.0","ISE Dashboards / LiveLogs / Context Visibility","ISE-VM-K9=","3"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-C Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)","UCS-FI-6248UP","3"
"Identity Services Engine (ISE) - 2.6 and Prior","ISE Authentication / Authorization","SNS-3595-K9","4"
"Wireless","9120AX Series Access Point","C9120AXI-S","19"
"Wireless","9120AX Series Access Point","THIRD_PARTY_PRODUCT_HW","3"
"Wireless","9120AX Series Access Point","AIR-CT8540-K9","2"
"Wireless","9120AX Series Access Point","AIR-CT5520-K9","1"
"LAN Switching","Cat9000 - Memory Leak","C9300-48U","3"
"Adaptive Security Appliance","ASA Firepower Devices - Non-VPN","FPR9K-SM-36","3"
"Adaptive Security Appliance","ASA Firepower Devices - Non-VPN","FPR-C9300-AC","2"
"Adaptive Security Appliance","ASA Firepower Devices - Non-VPN","FPR1150-ASA-K9","1"
"Identity Services Engine (ISE) - 3.0","ISE Upgrade/Patch/Licensing","SNS-3595-K9","3"
"Identity Services Engine (ISE) - 3.0","ISE Upgrade/Patch/Licensing","SNS-3655-K9","6"
"Cisco DNA Center - On-Prem","Cisco DNA Center - LAN Automation (SDA)","ASR1009-X","6"
"Router and IOS-XE Architecture","IOS-XE - NETCONF and RESTCONF and YANG","ASR1002-HX","3"
"Router and IOS-XE Architecture","IOS-XE - NETCONF and RESTCONF and YANG","ASR1009-X","1"
"Identity Services Engine (ISE) - 3.0","ISE Install / Password Recovery / Backup / Restore / Hardware Failure","ISE-VM-K9=","3"
"Identity Services Engine (ISE) - 3.0","ISE Install / Password Recovery / Backup / Restore / Hardware Failure","SNS-3655-K9","1"
"Collaboration and Conferencing","WebEx Acceleration Node","ASR1006","3"
"WAN","WebEx Acceleration Node","ASR1006","3"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS Central","UCS-FI-6248UP-UPG","2"
"Identity Services Engine (ISE) - 3.0","ISE Profiling","SNS-3695-K9","1"
