Technology_Text__c,Sub_Technology_Text__c,SW_Version__c,num,Norm_SWV
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C System/Other Issues,4.1.4.13,1,4.1.4.13
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Install,xxx,1,xxx
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Install,ucs-catalog.3.2.3j.T.bin,3,3.2.3j
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Install,4.0(4g),1,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,N10-MGT UCSM 3.0(1),3,3.0.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,NA - COMPONENT ONLY,9,NA - COMPONENT ONLY
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,N10-MGT UCSM 2.2(7),3,2.2.7
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,N10-MGT UCSM 2.2(3),3,2.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,N10-MGT UCSM 2.2(1),3,2.2.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,CIMC_3.2.3.bin,3,3.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,NA - RMA,6,NA - RMA
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,4.0(4g),1,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,CIMC 2.2.1,3,2.2.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Call Home / Smart Call Home for Unified Computing System,1.5,1,1.5
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,Cisco_Firepower_Management_Center_VMware-6.0.0-1005.tar.gz,3,6.0.0.1005
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,FPHIGH,6,FPHIGH
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,asa964-3-smp-k8.bin,3,964.3
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.14(2)15,1,9.14.2.15
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,CISCO FIREPOWER,3,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,ASA,9,ASA
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.8(4)7,1,9.8.4.7
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.8.3 Interim,1,9.8.3
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.12.4 Interim,1,9.12.4
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.8.1,1,9.8.1
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.14.3,1,9.14.3
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.8.2,1,9.8.2
Security - Network Firewalls and Intrusion Prevention Systems,Adaptive Security Appliance (ASA) non-VPN problem,9.14(2)4,1,9.14.2.4
Other,Entitlement / Service Relations,THIRD_PARTY_PRODUCT_SW,9,THIRD_PARTY_PRODUCT_SW
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),1,1,1
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-10-151-0.aes,15,8.10.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),MFG_CTVM_SMALL_8.10.171.0.iso,3,8.10.171.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),WLC 802.11AC,6,802.11AC
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8500-K9-8-5-171-0.aes,3,8.5.171.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),MFG_CTVM_SMALL_8.10.183.0.iso,3,8.10.183.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.130.0,4,8.10.130.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-10-171-0.aes,3,8.10.171.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),THIRD_PARTY_PRODUCT_SW,9,THIRD_PARTY_PRODUCT_SW
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.5.135.0,1,8.5.135.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-3-143-0.aes,6,8.3.143.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-5-140-0.aes,3,8.5.140.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),ucs-c240m4-huu-4.0.1a.iso,3,4.0.1a
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),WLC CLIENT INTEROP,3,WLC CLIENT INTEROP
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),12.0(13)W5(19b),1,12.0.13
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-5-151-0.aes,3,8.5.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.4.X,1,8.4
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),cat8540m-wp-mz.120-13.W5(19b),3,120.13
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT5500-K9-8-5-160-0.aes,3,8.5.160.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.151.0,3,8.10.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.3.143.0,1,8.3.143.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.3.131.0,1,8.3.131.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8500-K9-8-3-150-0.aes,3,8.3.150.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-5-135-0.aes,3,8.5.135.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.5.161.0,3,8.5.161.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),ap3g3-ME-3800-k9w8-ubifs-8.10.185.0.img,3,8.10.185.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-2-166-0.aes,6,8.2.166.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.5.140.0,1,8.5.140.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8500-K9-8-5-151-0.aes,3,8.5.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.3.150.0,1,8.3.150.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),16.12.3s,1,16.12.3s
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),WLC RRM/RF/CLEANAIR,3,WLC RRM/RF/CLEANAIR
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT5500-K9-8-5-151-0.aes,3,8.5.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-10-130-0.aes,9,8.10.130.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT8540-K9-8-10-162-0.aes,6,8.10.162.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-AP3800-K9-ME-8-3-140-0.tar,3,8.3.140.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.150.0,1,8.10.150.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),crete-single_8-10-183-0.img,3,8.10.183.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.161.0,2,8.10.161.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.185.0,1,8.10.185.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),AIR-CT5520-K9-8-5-151-0.aes,3,8.5.151.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),16.12.4,1,16.12.4
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),17.3.5b,1,17.3.5b
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.183.0,2,8.10.183.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.10.171.0,1,8.10.171.0
Wireless,8540 Series Wireless LAN Controller (AIR-CT8540),8.5.171.0,1,8.5.171.0
Router and IOS-XE Architecture,IOS-XE - NETCONF and RESTCONF and YANG,asr1000-universalk9.17.03.04a.SPA.bin,3,17.03.04a
Router and IOS-XE Architecture,IOS-XE - NETCONF and RESTCONF and YANG,17.3.4a,1,17.3.4a
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.2(1i),1,4.2.1i
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.4.1.3j.A.bin,3,4.1.3j
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 2.2(6),6,2.2.6
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 3.1(2),18,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,THIRD_PARTY_PRODUCT_SW,6,THIRD_PARTY_PRODUCT_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,CIMC 2.0,9,2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 2.2(3),9,2.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,1,3,1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,1.4(3),1,1.4.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.4.1.3c.A.bin,5,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,CIMC 2.2.2,9,2.2.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.4.2.1m.A.bin,6,4.2.1m
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,xxx,2,xxx
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 3.1(1),3,3.1.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.3.2.2b.A.bin,3,3.2.2b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,NA - RMA,6,NA - RMA
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,NA - COMPONENT ONLY,6,NA - COMPONENT ONLY
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.4.0.4g.A.bin,3,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.1(3c),5,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 2.2(2),3,2.2.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.1(3j),2,4.1.3j
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-catalog.1.0.16.T.bin,3,1.0.16
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.0(4g),2,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,N10-MGT UCSM 2.2(1),3,2.2.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,2.1(3b),1,2.1.3b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-6300-k9-bundle-infra.4.1.1b.A.bin,3,4.1.1b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.0(4d),1,4.0.4d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,castor-4_0_1a05-pid-ctlg-update.bin,3,4
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-k9-bundle-infra.4.1.3b.A.bin,3,4.1.3b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,ucs-c240m6-huu-4.2.1f.iso,3,4.2.1f
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,3.2(3d),1,3.2.3d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B System/Other Issues,4.1(3d),1,4.1.3d
XR-Routing-Platforms,"ASR 9000 Series - Hardware failures, Environmental Issues (Power, Fans, etc)",ASR9K-x64-iosxr-px-7.7.1.tar,3,7.7.1
XR-Routing-Platforms,"ASR 9000 Series - Hardware failures, Environmental Issues (Power, Fans, etc)",ASR9K-iosxr-px-6.3.3-turboboot.tar,3,6.3.3
XR-Routing-Platforms,"ASR 9000 Series - Hardware failures, Environmental Issues (Power, Fans, etc)",ASR9K-x64-iosxr-px-7.3.2.tar,3,7.3.2
XR-Routing-Platforms,"ASR 9000 Series - Hardware failures, Environmental Issues (Power, Fans, etc)",NA - RMA,3,NA - RMA
XR-Routing-Platforms,"ASR 9000 Series - Hardware failures, Environmental Issues (Power, Fans, etc)",7.3.2,1,7.3.2
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,THIRD_PARTY_PRODUCT_SW,6,THIRD_PARTY_PRODUCT_SW
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,CISCO FIREPOWER,39,CISCO FIREPOWER
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Cisco_FTD_SSP_Patch-6.2.2.1-73.sh.REL.tar,3,6.2.2.1.73
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,CISCO FIRESIGHT DEFENSE CENTER,6,CISCO FIRESIGHT DEFENSE CENTER
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,15454-6_23_MIBS.zip,3,15454.6
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Sourcefire_3D_Device_S3_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Cisco_Firepower_Management_Center_Virtual-6.2.0-362.qcow2,3,6.2.0.362
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,FPHIGH,6,FPHIGH
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Cisco_Network_Sensor_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,6.7.0.3,1,6.7.0.3
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Sourcefire_3D_Defense_Center_S3_Patch-6.2.3.1-43.sh.REL.tar,3,6.2.3.1.43
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,Cisco_FTD_SSP_FP2K_Patch-7.2.0.1-12.sh.REL.tar,3,7.2.0.1.12
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,ASA,3,ASA
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,SF-ASA-8.3-K8,3,8.3
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,15.2(2)E,1,15.2.2
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,cisco-ftd.6.2.3.83.SPA.csp,3,6.2.3.83
Security - Management,Sourcefire Defense Center / FireSIGHT Management Center,6.4.0,1,6.4.0
Voice - Communications Manager,Communications Manager Admin and Web Page,11.5.1,2,11.5.1
Voice - Communications Manager,Communications Manager Admin and Web Page,12.5(1)SU3 EFT,1,12.5.1
Voice - Communications Manager,Communications Manager Admin and Web Page,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Voice - Communications Manager,Communications Manager Admin and Web Page,CM SERVICE - ALL OTHERS,3,CM SERVICE - ALL OTHERS
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,ise-2.1.0.474.SPA.x86_64.iso,3,2.1.0.474
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,ISE,3,ISE
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,cat3k_caa-universalk9.16.06.01.SPA.bin,3,16.06.01
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,ISE-2.3.0.298-virtual-eval.ova,3,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,ise-2.3.0.298.SPA.x86_64.iso,12,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,2.2.0,1,2.2.0
Identity Services Engine (ISE) - 2.3 and Prior,ISE Authentication / Authorization,ISE-2.2.0.470-virtual-SNS3595-200.ova,3,2.2.0.470
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),2.2.2.9,5,2.2.2.9
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),DNAC-SW-2.2.2.9.iso,6,2.2.2.9
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),DNAC-SW-2.1.2.7.iso,15,2.1.2.7
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),asr1000-universalk9.16.12.01s.SPA.bin,3,16.12.01s
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),DNAC-SW-2.1.2.7.bin,3,2.1.2.7
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),ucs-c480m5-huu-4.0.4b.iso,3,4.0.4b
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),17.3.3,1,17.3.3
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),DNAC-SW-1.3.3.9.bin,3,1.3.3.9
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),17.3.4a,1,17.3.4a
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),1.3.3.7,2,1.3.3.7
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),2.2.3.6,1,2.2.3.6
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),DNAC-SW-2.2.2.3.iso,3,2.2.2.3
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),2.1.2.0,1,2.1.2.0
Cisco DNA Center - On-Prem,Cisco Software-Defined Access (SDA Wireless),2.1.2.7,1,2.1.2.7
Security - Access Control - AAA and Policy Management,"Flex Auth (Dot1x, MAC Bypass, Web Auth)",THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Security - Access Control - AAA and Policy Management,"Flex Auth (Dot1x, MAC Bypass, Web Auth)",ISE,6,ISE
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.3.4.bin,3,2.2.3.4
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.1.2.7.iso,15,2.1.2.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.2.9.iso,3,2.2.2.9
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.2.8.iso,3,2.2.2.8
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-1.3.1.4.iso,3,1.3.1.4
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.3.3.4.iso,3,2.3.3.4
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.3.3.7.iso,12,2.3.3.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.2.8.bin,3,2.2.2.8
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-1.3.3.7.iso,9,1.3.3.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",cat9k_lite_iosxe.17.03.03.SPA.bin,3,17.03.03
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.1.2.7,2,2.1.2.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",1.3.3.7,2,1.3.3.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.2.2.9,4,2.2.2.9
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.3.3.7,1,2.3.3.7
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",16.12.4,1,16.12.4
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.3.5.iso,9,2.2.3.5
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.2.3.6,1,2.2.3.6
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",DNAC-SW-2.2.2.9.bin,3,2.2.2.9
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",ucs-c480m5-huu-4.0.4b.iso,3,4.0.4b
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.2.3.4,1,2.2.3.4
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.2.2.8,1,2.2.2.8
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.1.2.6,1,2.1.2.6
Cisco DNA Center - On-Prem,"Cisco DNA Center - Infrastructure (Services, UI, API, etc.)",2.2.3.5,1,2.2.3.5
Routing Protocols (Includes NAT and HSRP),BGP,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Routing Protocols (Includes NAT and HSRP),BGP,asr1000-universalk9.16.03.01.SPA.bin,3,16.03.01
Routing Protocols (Includes NAT and HSRP),BGP,asr1001x-universalk9.16.07.02.SPA.bin,3,16.07.02
Routing Protocols (Includes NAT and HSRP),BGP,c6500-fpd-pkg.122-33.SXH1,3,122.33
Wireless,9120AX Series Access Point,1,6,1
Wireless,9120AX Series Access Point,8.5.140.0,1,8.5.140.0
Wireless,9120AX Series Access Point,NA - RMA,15,NA - RMA
Wireless,9120AX Series Access Point,16.12.4,1,16.12.4
Wireless,9120AX Series Access Point,8.10.161.0,1,8.10.161.0
Wireless,9120AX Series Access Point,15.3(3)M,1,15.3.3
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,3.1.0,1,3.1.0
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,ise-2.7.0.356.SPA.x86_64.iso,3,2.7.0.356
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,ise-3.0.0.458.SPA.x86_64.iso,9,3.0.0.458
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,3.0.0-BETA-DROP4,2,3.0.0
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,cat9k_iosxe.17.03.04.SPA.bin,3,17.03.04
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Identity Services Engine (ISE) - 3.0,ISE Authentication / Authorization,2.7.0,2,2.7.0
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",ASA,3,ASA
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",FPHIGH,3,FPHIGH
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",CISCO FIREPOWER,9,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",6.2.3.5,1,6.2.3.5
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",6.2.3,1,6.2.3
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",6.2,1,6.2
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Access Control Rule (Firewall, Sourcefire)",CISCO FIRESIGHT DEFENSE CENTER,6,CISCO FIRESIGHT DEFENSE CENTER
Identity Services Engine (ISE) - 3.0,ISE Performance (High CPU / Memory / IO / GUI Slowness),ise-3.0.0.458.SPA.x86_64.iso,18,3.0.0.458
Identity Services Engine (ISE) - 3.0,ISE Performance (High CPU / Memory / IO / GUI Slowness),ise-2.7.0.356.SPA.x86_64.iso,3,2.7.0.356
Identity Services Engine (ISE) - 3.0,ISE Performance (High CPU / Memory / IO / GUI Slowness),ise-3.0.0.448.SPA.x86_64.iso,3,3.0.0.448
Identity Services Engine (ISE) - 3.0,ISE Performance (High CPU / Memory / IO / GUI Slowness),ISE-3.0.0.458-virtual-SNS3695-2400.ova,3,3.0.0.458
Identity Services Engine (ISE) - 3.0,ISE Performance (High CPU / Memory / IO / GUI Slowness),3.0.0-BETA-DROP4,1,3.0.0
LAN Switching,Cat6500/6800 (Supervisor 2T) VSS,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
LAN Switching,Cat6500/6800 (Supervisor 2T) VSS,12.2(33)SXH,1,12.2.33
